last phdos peak,cif
590.5857321613547,"# generated using pymatgen
data_BeSiP2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.13911996
_cell_length_b   5.13911996
_cell_length_c   6.25961487
_cell_angle_alpha   114.23612820
_cell_angle_beta   114.23612820
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeSiP2
_chemical_formula_sum   'Be2 Si2 P4'
_cell_volume   134.60965108
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.75000000  0.25000000  0.50000000  1
  Be  Be1  1  0.00000000  -0.00000000  0.00000000  1
  Si  Si2  1  0.25000000  0.75000000  0.50000000  1
  Si  Si3  1  0.50000000  0.50000000  0.00000000  1
  P  P4  1  0.10997545  0.12500000  0.75000000  1
  P  P5  1  0.87500000  0.35997545  0.25000000  1
  P  P6  1  0.37500000  0.89002455  0.25000000  1
  P  P7  1  0.64002455  0.62500000  0.75000000  1
"
528.5857370842659,"# generated using pymatgen
data_BeSiAs2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.38430743
_cell_length_b   5.38430743
_cell_length_c   6.56503890
_cell_angle_alpha   114.20950218
_cell_angle_beta   114.20950218
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeSiAs2
_chemical_formula_sum   'Be2 Si2 As4'
_cell_volume   155.05142374
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.50000000  0.50000000  0.00000000  1
  Be  Be1  1  0.75000000  0.25000000  0.50000000  1
  Si  Si2  1  -0.00000000  -0.00000000  0.00000000  1
  Si  Si3  1  0.25000000  0.75000000  0.50000000  1
  As  As4  1  0.12500000  0.60598123  0.75000000  1
  As  As5  1  0.39401877  0.37500000  0.25000000  1
  As  As6  1  0.85598123  0.87500000  0.25000000  1
  As  As7  1  0.62500000  0.14401877  0.75000000  1
"
540.5857361314445,"# generated using pymatgen
data_BeGeAs2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.45322016
_cell_length_b   5.45322016
_cell_length_c   6.68908507
_cell_angle_alpha   114.05546335
_cell_angle_beta   114.05546335
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeGeAs2
_chemical_formula_sum   'Be2 Ge2 As4'
_cell_volume   162.54005893
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.00000000  -0.00000000  -0.00000000  1
  Be  Be1  1  0.25000000  0.75000000  0.50000000  1
  Ge  Ge2  1  0.75000000  0.25000000  0.50000000  1
  Ge  Ge3  1  0.50000000  0.50000000  -0.00000000  1
  As  As4  1  0.12500000  0.65672150  0.75000000  1
  As  As5  1  0.90672150  0.87500000  0.25000000  1
  As  As6  1  0.62500000  0.09327850  0.75000000  1
  As  As7  1  0.34327850  0.37500000  0.25000000  1
"
240.5857599519823,"# generated using pymatgen
data_Ca2Si
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.06912282
_cell_length_b   5.06912282
_cell_length_c   5.06912282
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Si
_chemical_formula_sum   'Ca2 Si1'
_cell_volume   92.10505020
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.25000000  0.25000000  0.25000000  1
  Ca  Ca1  1  0.75000000  0.75000000  0.75000000  1
  Si  Si2  1  0.00000000  0.00000000  0.00000000  1
"
344.5857516941958,"# generated using pymatgen
data_SiSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.29162743
_cell_length_b   4.29162743
_cell_length_c   4.29162743
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SiSn
_chemical_formula_sum   'Si1 Sn1'
_cell_volume   55.89217887
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Si  Si0  1  0.00000000  0.00000000  0.00000000  1
  Sn  Sn1  1  0.75000000  0.75000000  0.75000000  1
"
100.58577106823331,"# generated using pymatgen
data_Cs2Se
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.01503804
_cell_length_b   6.01503804
_cell_length_c   6.01503804
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2Se
_chemical_formula_sum   'Cs2 Se1'
_cell_volume   153.88636378
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.25000000  0.25000000  0.25000000  1
  Cs  Cs1  1  0.75000000  0.75000000  0.75000000  1
  Se  Se2  1  0.00000000  0.00000000  0.00000000  1
"
650.5857273972472,"# generated using pymatgen
data_ZrZnN2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.31133155
_cell_length_b   3.31133135
_cell_length_c   5.33678025
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000808
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrZnN2
_chemical_formula_sum   'Zr1 Zn1 N2'
_cell_volume   50.67750495
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.00000000  0.00000000  0.00288049  1
  Zn  Zn1  1  0.66666700  0.33333300  0.45038639  1
  N  N2  1  0.33333300  0.66666700  0.25957648  1
  N  N3  1  0.66666700  0.33333300  0.81712665  1
"
483.58574065734666,"# generated using pymatgen
data_P2Ir
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.79539059
_cell_length_b   5.83771594
_cell_length_c   5.90072838
_cell_angle_alpha   90.00000000
_cell_angle_beta   111.30680367
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   P2Ir
_chemical_formula_sum   'P8 Ir4'
_cell_volume   185.98725750
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  P  P0  1  0.15790117  0.88106963  0.87091136  1
  P  P1  1  0.84209883  0.38106963  0.62908864  1
  P  P2  1  0.84209883  0.11893037  0.12908864  1
  P  P3  1  0.15790117  0.61893037  0.37091136  1
  P  P4  1  0.33410581  0.37643392  0.18898974  1
  P  P5  1  0.66589419  0.87643392  0.31101026  1
  P  P6  1  0.66589419  0.62356608  0.81101026  1
  P  P7  1  0.33410581  0.12356608  0.68898974  1
  Ir  Ir8  1  0.27167619  0.49929226  0.79180115  1
  Ir  Ir9  1  0.72832381  0.99929226  0.70819885  1
  Ir  Ir10  1  0.72832381  0.50070774  0.20819885  1
  Ir  Ir11  1  0.27167619  0.00070774  0.29180115  1
"
135.9557896728841,"# generated using pymatgen
data_K3Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.05514741
_cell_length_b   6.05514741
_cell_length_c   6.05514741
_cell_angle_alpha   59.99999997
_cell_angle_beta   59.99999996
_cell_angle_gamma   60.00000001
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K3Sb
_chemical_formula_sum   'K3 Sb1'
_cell_volume   156.98536364
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.50000000  0.50000000  0.50000000  1
  K  K1  1  0.25000000  0.25000000  0.25000000  1
  K  K2  1  0.75000000  0.75000000  0.75000000  1
  Sb  Sb3  1  0.00000000  0.00000000  0.00000000  1
"
338.5857521706066,"# generated using pymatgen
data_NaAlTe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.87576614
_cell_length_b   6.80781241
_cell_length_c   6.80781242
_cell_angle_alpha   75.22548031
_cell_angle_beta   59.66925413
_cell_angle_gamma   59.66925416
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaAlTe2
_chemical_formula_sum   'Na2 Al2 Te4'
_cell_volume   237.40143309
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.25000000  0.00000000  0.00000000  1
  Na  Na1  1  0.75000000  0.00000000  0.00000000  1
  Al  Al2  1  0.25000000  0.50000000  0.50000000  1
  Al  Al3  1  0.75000000  0.50000000  0.50000000  1
  Te  Te4  1  0.17330673  0.50000000  0.15338654  1
  Te  Te5  1  0.32669327  0.84661346  0.50000000  1
  Te  Te6  1  0.67330673  0.15338654  0.50000000  1
  Te  Te7  1  0.82669327  0.50000000  0.84661346  1
"
366.5857499473565,"# generated using pymatgen
data_Ba2NF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.03922359
_cell_length_b   4.03922396
_cell_length_c   7.16591983
_cell_angle_alpha   73.63020481
_cell_angle_beta   73.63020776
_cell_angle_gamma   59.99999694
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2NF
_chemical_formula_sum   'Ba2 N1 F1'
_cell_volume   95.73910981
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.75838415  0.75838415  0.72484756  1
  Ba  Ba1  1  0.24161585  0.24161585  0.27515244  1
  N  N2  1  0.50000000  0.50000000  0.50000000  1
  F  F3  1  0.00000000  0.00000000  0.00000000  1
"
322.5857534410353,"# generated using pymatgen
data_AlSb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40064476
_cell_length_b   4.40020260
_cell_length_c   7.22063052
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00332408
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlSb
_chemical_formula_sum   'Al2 Sb2'
_cell_volume   121.08216899
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.66668061  0.33336122  0.49992088  1
  Al  Al1  1  0.33331939  0.66663878  0.99992088  1
  Sb  Sb2  1  0.66668263  0.33336525  0.87517912  1
  Sb  Sb3  1  0.33331737  0.66663475  0.37517912  1
"
400.58574724769545,"# generated using pymatgen
data_LiZnP
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.07138826
_cell_length_b   4.07138826
_cell_length_c   4.07138826
_cell_angle_alpha   59.99999996
_cell_angle_beta   59.99999999
_cell_angle_gamma   60.00000002
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiZnP
_chemical_formula_sum   'Li1 Zn1 P1'
_cell_volume   47.72133246
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.75000000  0.75000000  0.75000000  1
  P  P1  1  0.00000000  0.00000000  0.00000000  1
  Zn  Zn2  1  0.25000000  0.25000000  0.25000000  1
"
1100.5856916664407,"# generated using pymatgen
data_Li2PNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.75604931
_cell_length_b   5.32386822
_cell_length_c   5.32386822
_cell_angle_alpha   61.62283018
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2PNO2
_chemical_formula_sum   'Li4 P2 N2 O4'
_cell_volume   118.60518287
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.49841230  0.00667982  0.32554843  1
  Li  Li1  1  0.49841230  0.67445157  0.99332018  1
  Li  Li2  1  0.99841230  0.99332018  0.67445157  1
  Li  Li3  1  0.99841230  0.32554843  0.00667982  1
  P  P4  1  0.50090236  0.34570646  0.65429354  1
  P  P5  1  0.00090236  0.65429354  0.34570646  1
  N  N6  1  0.65834152  0.61310317  0.38689683  1
  N  N7  1  0.15834152  0.38689683  0.61310317  1
  O  O8  1  0.58146576  0.33273680  0.94497030  1
  O  O9  1  0.58146576  0.05502970  0.66726320  1
  O  O10  1  0.08146576  0.66726320  0.05502970  1
  O  O11  1  0.08146576  0.94497030  0.33273680  1
"
856.5857110404779,"# generated using pymatgen
data_LiGe2N3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09919302
_cell_length_b   5.57033875
_cell_length_c   5.56215896
_cell_angle_alpha   120.04865951
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiGe2N3
_chemical_formula_sum   'Li2 Ge4 N6'
_cell_volume   136.75522615
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.49461204  0.34260272  -0.00000000  1
  Li  Li1  1  0.99461204  0.65739728  -0.00000000  1
  Ge  Ge2  1  0.49248505  0.67036612  0.67349464  1
  Ge  Ge3  1  0.49248505  0.99687147  0.32650536  1
  Ge  Ge4  1  0.99248505  0.32963388  0.32650536  1
  Ge  Ge5  1  0.99248505  0.00312853  0.67349464  1
  N  N6  1  0.12373599  0.66406456  0.62637167  1
  N  N7  1  0.12373599  0.03769290  0.37362833  1
  N  N8  1  0.62373599  0.33593544  0.37362833  1
  N  N9  1  0.62373599  0.96230710  0.62637167  1
  N  N10  1  0.09394588  0.29836290  -0.00000000  1
  N  N11  1  0.59394588  0.70163710  -0.00000000  1
"
